,Date,S&P 500 (TR),S&P 500 (Net TR),S&P 500,unemployment_rate,all_real_avg_hourly_earnings,all_real_avg_weekly_earnings,CPI_All_Urban_Consumers,Production_nonsupervisory_emp_real_avg_hourly_earnings,Production_nonsupervisory_emp_real_avg_weekly_earnings,CPI_Urban_Wage_Earners_and_Clerical,Real_GDP(T),1 Mo(DTY),2 Mo(DTY),3 Mo(DTY),6 Mo(DTY),1 Yr(DTY),2 Yr(DTY),3 Yr(DTY),5 Yr(DTY),7 Yr(DTY),10 Yr(DTY),20 Yr(DTY),30 Yr(DTY),NAICS Subsector Description,Approved Loans,Approved Dollars,% of Amount,State,Approved_PPP_Loans,Approved_PPP_Amount
2449,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,AR,41112.0,3277356393.0
2450,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,AS,145.0,7043823.0
2451,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,AS,145.0,7043823.0
2452,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,AZ,76023.0,8464610652.0
2453,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,AZ,76023.0,8464610652.0
2454,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,CA,537614.0,66669235081.0
2455,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,CA,537614.0,66669235081.0
2456,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,CO,99807.0,10234368111.0
2457,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,CO,99807.0,10234368111.0
2458,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,CT,57267.0,6606171723.0
2459,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,CT,57267.0,6606171723.0
2460,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,DC,11553.0,2111474209.0
2461,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,DC,11553.0,2111474209.0
2462,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,DE,11823.0,1464937506.0
2463,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,DE,11823.0,1464937506.0
2464,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,FL,355985.0,30831971178.0
2465,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,FL,355985.0,30831971178.0
2466,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,GA,140997.0,14042012004.0
2467,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,GA,140997.0,14042012004.0
2468,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,GU,2004.0,192582619.0
2469,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,GU,2004.0,192582619.0
2470,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,HI,23786.0,2465011254.0
2471,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,HI,23786.0,2465011254.0
2472,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,IA,55954.0,5025766026.0
2473,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,IA,55954.0,5025766026.0
2474,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,ID,29051.0,2546673937.0
2475,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,ID,29051.0,2546673937.0
2476,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,IL,188227.0,22106605387.0
2477,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,IL,188227.0,22106605387.0
2478,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,IN,75183.0,9379316204.0
2479,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,IN,75183.0,9379316204.0
2480,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,KS,50103.0,4944008523.0
2481,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,KS,50103.0,4944008523.0
2482,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,KY,46511.0,5196814859.0
2483,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,KY,46511.0,5196814859.0
2484,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,OR,58824.0,6823353161.0
2485,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,PA,158720.0,20533839876.0
2486,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,PR,33573.0,1747031385.0
2487,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,RI,16370.0,1858135650.0
2488,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,SC,59891.0,5650936213.0
2489,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,SD,21533.0,1647772605.0
2490,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,TN,87513.0,8790096017.0
2491,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,TX,364506.0,40314507983.0
2492,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,UT,48861.0,5188288610.0
2493,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,VA,103066.0,12426022067.0
2494,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,VI,1548.0,119316624.0
2495,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,VT,11361.0,1173838271.0
2496,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,WA,94873.0,12093612342.0
2497,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,WI,81801.0,9782045310.0
2498,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,WV,16665.0,1778813877.0
2499,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Transportation and Warehousing,161794.0,16386158203.0,0.032,WY,12895.0,1021036842.0
2500,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AK,10365.0,1220680104.0
2501,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AK,10365.0,1220680104.0
2502,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AL,62054.0,6112307591.0
2503,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AL,62054.0,6112307591.0
2504,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AR,41112.0,3277356393.0
2505,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AR,41112.0,3277356393.0
2506,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AS,145.0,7043823.0
2507,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AS,145.0,7043823.0
2508,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AZ,76023.0,8464610652.0
2509,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,AZ,76023.0,8464610652.0
2510,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,CA,537614.0,66669235081.0
2511,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,CA,537614.0,66669235081.0
2512,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,CO,99807.0,10234368111.0
2513,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,CO,99807.0,10234368111.0
2514,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,CT,57267.0,6606171723.0
2515,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,CT,57267.0,6606171723.0
2516,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,DC,11553.0,2111474209.0
2517,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,DC,11553.0,2111474209.0
2518,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,DE,11823.0,1464937506.0
2519,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,DE,11823.0,1464937506.0
2520,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,FL,355985.0,30831971178.0
2521,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,FL,355985.0,30831971178.0
2522,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,GA,140997.0,14042012004.0
2523,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,GA,140997.0,14042012004.0
2524,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,GU,2004.0,192582619.0
2525,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,GU,2004.0,192582619.0
2526,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,HI,23786.0,2465011254.0
2527,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,HI,23786.0,2465011254.0
2528,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,IA,55954.0,5025766026.0
2529,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,IA,55954.0,5025766026.0
2530,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,ID,29051.0,2546673937.0
2531,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,ID,29051.0,2546673937.0
2532,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,IL,188227.0,22106605387.0
2533,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,IL,188227.0,22106605387.0
2534,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,IN,75183.0,9379316204.0
2535,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,IN,75183.0,9379316204.0
2536,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,KS,50103.0,4944008523.0
2537,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,KS,50103.0,4944008523.0
2538,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,KY,46511.0,5196814859.0
2539,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,KY,46511.0,5196814859.0
2540,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,OR,58824.0,6823353161.0
2541,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,PA,158720.0,20533839876.0
2542,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,PR,33573.0,1747031385.0
2543,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,RI,16370.0,1858135650.0
2544,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,SC,59891.0,5650936213.0
2545,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,SD,21533.0,1647772605.0
2546,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,TN,87513.0,8790096017.0
2547,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,TX,364506.0,40314507983.0
2548,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,UT,48861.0,5188288610.0
2549,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,VA,103066.0,12426022067.0
2550,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,VI,1548.0,119316624.0
2551,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,VT,11361.0,1173838271.0
2552,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,WA,94873.0,12093612342.0
2553,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,WI,81801.0,9782045310.0
2554,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,WV,16665.0,1778813877.0
2555,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Unclassified Establishments,222980.0,9938249311.0,0.0194,WY,12895.0,1021036842.0
2556,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AK,10365.0,1220680104.0
2557,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AK,10365.0,1220680104.0
2558,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AL,62054.0,6112307591.0
2559,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AL,62054.0,6112307591.0
2560,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AR,41112.0,3277356393.0
2561,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AR,41112.0,3277356393.0
2562,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AS,145.0,7043823.0
2563,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AS,145.0,7043823.0
2564,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AZ,76023.0,8464610652.0
2565,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,AZ,76023.0,8464610652.0
2566,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,CA,537614.0,66669235081.0
2567,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,CA,537614.0,66669235081.0
2568,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,CO,99807.0,10234368111.0
2569,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,CO,99807.0,10234368111.0
2570,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,CT,57267.0,6606171723.0
2571,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,CT,57267.0,6606171723.0
2572,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,DC,11553.0,2111474209.0
2573,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,DC,11553.0,2111474209.0
2574,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,DE,11823.0,1464937506.0
2575,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,DE,11823.0,1464937506.0
2576,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,FL,355985.0,30831971178.0
2577,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,FL,355985.0,30831971178.0
2578,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,GA,140997.0,14042012004.0
2579,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,GA,140997.0,14042012004.0
2580,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,GU,2004.0,192582619.0
2581,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,GU,2004.0,192582619.0
2582,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,HI,23786.0,2465011254.0
2583,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,HI,23786.0,2465011254.0
2584,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,IA,55954.0,5025766026.0
2585,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,IA,55954.0,5025766026.0
2586,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,ID,29051.0,2546673937.0
2587,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,ID,29051.0,2546673937.0
2588,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,IL,188227.0,22106605387.0
2589,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,IL,188227.0,22106605387.0
2590,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,IN,75183.0,9379316204.0
2591,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,IN,75183.0,9379316204.0
2592,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,KS,50103.0,4944008523.0
2593,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,KS,50103.0,4944008523.0
2594,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,KY,46511.0,5196814859.0
2595,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,KY,46511.0,5196814859.0
2596,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,OR,58824.0,6823353161.0
2597,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,PA,158720.0,20533839876.0
2598,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,PR,33573.0,1747031385.0
2599,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,RI,16370.0,1858135650.0
2600,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,SC,59891.0,5650936213.0
2601,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,SD,21533.0,1647772605.0
2602,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,TN,87513.0,8790096017.0
2603,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,TX,364506.0,40314507983.0
2604,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,UT,48861.0,5188288610.0
2605,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,VA,103066.0,12426022067.0
2606,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,VI,1548.0,119316624.0
2607,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,VT,11361.0,1173838271.0
2608,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,WA,94873.0,12093612342.0
2609,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,WI,81801.0,9782045310.0
2610,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,WV,16665.0,1778813877.0
2611,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Utilities,7490.0,1452129120.0,0.0028,WY,12895.0,1021036842.0
2612,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AK,10365.0,1220680104.0
2613,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AK,10365.0,1220680104.0
2614,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AL,62054.0,6112307591.0
2615,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AL,62054.0,6112307591.0
2616,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AR,41112.0,3277356393.0
2617,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AR,41112.0,3277356393.0
2618,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AS,145.0,7043823.0
2619,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AS,145.0,7043823.0
2620,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AZ,76023.0,8464610652.0
2621,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,AZ,76023.0,8464610652.0
2622,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,CA,537614.0,66669235081.0
2623,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,CA,537614.0,66669235081.0
2624,06/12/2020,,,3041.31,,,,,,,,,,,,,,,,,,,,,Wholesale Trade,159639.0,27417933285.0,0.0535,CO,99807.0,10234368111.0
