,Date,S&P 500 (TR),S&P 500 (Net TR),S&P 500,unemployment_rate,all_real_avg_hourly_earnings,all_real_avg_weekly_earnings,CPI_All_Urban_Consumers,Production_nonsupervisory_emp_real_avg_hourly_earnings,Production_nonsupervisory_emp_real_avg_weekly_earnings,CPI_Urban_Wage_Earners_and_Clerical,Real_GDP(T),1 Mo(DTY),2 Mo(DTY),3 Mo(DTY),6 Mo(DTY),1 Yr(DTY),2 Yr(DTY),3 Yr(DTY),5 Yr(DTY),7 Yr(DTY),10 Yr(DTY),20 Yr(DTY),30 Yr(DTY),NAICS Subsector Description,Approved Loans,Approved Dollars,% of Amount,State,Approved_PPP_Loans,Approved_PPP_Amount
0,05/29/2019,5579.51,4959.74,2783.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05/30/2019,5591.97,4970.62,2788.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,05/31/2019,5519.27,4905.71,2752.06,,,,,,,,19.03,,,,,,,,,,,,,,,,,,,
3,06/03/2019,5504.05,4892.16,2744.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,06/04/2019,5622.31,4997.2,2803.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,06/05/2019,5668.89,5038.41,2826.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,06/06/2019,5705.22,5070.29,2843.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,06/07/2019,5765.66,5123.86,2873.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,06/10/2019,5792.56,5147.76,2886.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,06/11/2019,5790.83,5146.14,2885.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,06/12/2019,5779.12,5135.71,2879.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,06/13/2019,5804.53,5157.83,2891.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,06/14/2019,5795.96,5150.01,2886.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,06/17/2019,5801.4,5154.83,2889.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,06/18/2019,5857.95,5205.03,2917.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,06/19/2019,5875.45,5220.57,2926.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,06/20/2019,5931.66,5270.37,2954.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,06/21/2019,5924.54,5263.95,2950.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,06/24/2019,5914.29,5254.84,2945.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,06/25/2019,5858.13,5204.95,2917.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,06/26/2019,5850.9,5198.52,2913.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,06/27/2019,5874.15,5218.94,2924.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,06/28/2019,5908.25,5249.16,2941.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,07/01/2019,5953.63,5289.47,2964.33,,1.6,1.0,1.8,1.9,1.0,1.7,,,,,,,,,,,,,,,,,,,,
24,07/02/2019,5971.29,5305.1,2973.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,07/03/2019,6018.54,5346.7,2995.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,07/05/2019,6008.31,5337.43,2990.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,07/08/2019,5979.34,5311.67,2975.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,07/09/2019,5988.48,5319.33,2979.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,07/10/2019,6015.56,5343.37,2993.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,07/11/2019,6029.33,5355.59,2999.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,07/12/2019,6057.77,5380.7,3013.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,07/15/2019,6058.83,5381.64,3014.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,07/16/2019,6038.4,5363.44,3004.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,07/17/2019,5999.05,5328.47,2984.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,07/18/2019,6021.15,5347.94,2995.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,07/19/2019,5984.2,5315.05,2976.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,07/22/2019,6001.28,5330.18,2985.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,07/23/2019,6042.48,5366.75,3005.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,07/24/2019,6071.05,5392.05,3019.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,07/25/2019,6039.13,5363.7,3003.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,07/26/2019,6083.82,5403.37,3025.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,07/29/2019,6074.01,5394.65,3020.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,07/30/2019,6058.96,5381.12,3013.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,07/31/2019,5993.17,5322.65,2980.38,,,,,,,,19.11,,,,,,,,,,,,,,,,,,,
45,08/01/2019,5939.83,5275.12,2953.56,,1.7,1.4,1.7,2.2,1.6,1.5,,,,,,,,,,,,,,,,,,,,
46,08/02/2019,5897.1,5237.03,2932.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,08/05/2019,5721.8,5081.27,2844.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,08/06/2019,5796.72,5147.69,2881.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,08/07/2019,5801.32,5151.74,2883.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,08/08/2019,5911.66,5249.32,2938.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,08/09/2019,5873.47,5215.16,2918.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,08/12/2019,5804.25,5153.43,2883.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,08/13/2019,5890.16,5229.65,2926.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,08/14/2019,5719.3,5077.5,2840.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,08/15/2019,5734.49,5090.69,2847.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,08/16/2019,5818.17,5164.72,2888.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,08/19/2019,5888.93,5227.45,2923.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,08/20/2019,5842.76,5186.35,2900.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,08/21/2019,5891.19,5229.27,2924.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,08/22/2019,5888.37,5226.73,2922.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,08/23/2019,5735.63,5091.14,2847.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,08/26/2019,5799.34,5147.5,2878.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,08/27/2019,5780.79,5131.02,2869.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,08/28/2019,5818.84,5164.74,2887.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,08/29/2019,5893.65,5230.88,2924.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,08/30/2019,5898.23,5234.74,2926.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,09/03/2019,5857.95,5198.88,2906.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,09/04/2019,5921.96,5255.55,2937.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,09/05/2019,6000.38,5324.78,2976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,09/06/2019,6006.07,5329.77,2978.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,09/09/2019,6005.99,5329.57,2978.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,09/10/2019,6008.12,5331.41,2979.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,09/11/2019,6051.87,5370.14,3000.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,09/12/2019,6070.23,5386.19,3009.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,09/13/2019,6067.5,5383.33,3007.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,09/16/2019,6048.67,5366.56,2997.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,09/17/2019,6064.31,5380.43,3005.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,09/18/2019,6066.42,5382.3,3006.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,09/19/2019,6066.9,5382.63,3006.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,09/20/2019,6037.5,5356.46,2992.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,09/23/2019,6036.9,5355.94,2991.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,09/24/2019,5986.58,5311.16,2966.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,09/25/2019,6023.46,5343.87,2984.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,09/26/2019,6009.19,5331.12,2977.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,09/27/2019,5978.11,5303.32,2961.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,09/30/2019,6008.59,5330.28,2976.74,,,,,,,,19.16,,,,,,,,,,,,,,,,,,,
87,10/01/2019,5935.2,5265.1,2940.25,,1.5,1.1,1.8,2.2,1.9,1.6,,,,,,,,,,,,,,,,,,,,
88,10/02/2019,5828.93,5170.83,2887.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,10/03/2019,5876.86,5212.97,2910.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,10/04/2019,5960.43,5287.09,2952.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,10/07/2019,5933.76,5263.42,2938.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,10/08/2019,5841.57,5181.61,2893.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10/09/2019,5896.6,5229.93,2919.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10/10/2019,5934.56,5263.57,2938.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,10/11/2019,6000.04,5321.49,2970.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,10/14/2019,5991.72,5314.11,2966.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,10/15/2019,6051.39,5367.03,2995.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,10/16/2019,6039.69,5356.55,2989.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10/17/2019,6056.84,5371.64,2997.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10/18/2019,6033.26,5350.68,2986.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,10/21/2019,6074.9,5387.56,3006.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,10/22/2019,6053.42,5368.45,2995.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,10/23/2019,6070.87,5383.88,3004.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,10/24/2019,6082.54,5394.22,3010.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,10/25/2019,6107.42,5416.26,3022.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,10/28/2019,6141.51,5446.49,3039.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,10/29/2019,6136.47,5442.0,3036.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,10/30/2019,6156.93,5460.01,3046.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,10/31/2019,6138.73,5443.77,3037.56,,,,,,,,19.19,,,,,,,,,,,,,,,,,,,
110,11/01/2019,6198.59,5496.7,3066.91,,1.2,0.9,2.0,1.5,1.0,1.9,,,,,,,,,,,,,,,,,,,,
111,11/04/2019,6221.63,5517.11,3078.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,11/05/2019,6214.28,5510.58,3074.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,11/06/2019,6219.1,5514.73,3076.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,11/07/2019,6238.99,5531.6,3085.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,11/08/2019,6256.11,5546.48,3093.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,11/11/2019,6243.81,5535.58,3087.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11/12/2019,6253.91,5544.45,3091.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,11/13/2019,6258.58,5548.53,3094.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,11/14/2019,6265.42,5554.17,3096.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,11/15/2019,6314.74,5597.59,3120.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,11/18/2019,6318.02,5600.47,3122.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,11/19/2019,6314.66,5597.39,3120.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,11/20/2019,6292.17,5577.13,3108.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,11/21/2019,6282.59,5568.54,3103.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,11/22/2019,6296.34,5580.7,3110.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,11/25/2019,6344.36,5623.07,3133.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,11/26/2019,6358.46,5635.51,3140.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,11/27/2019,6385.76,5659.51,3153.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,11/29/2019,6361.56,5637.69,3140.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,12/02/2019,6306.88,5589.17,3113.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,12/03/2019,6265.22,5552.19,3093.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,12/04/2019,6305.49,5587.71,3112.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,12/05/2019,6316.69,5597.17,3117.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,12/06/2019,6374.7,5648.49,3145.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,12/09/2019,6355.07,5630.96,3135.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,12/10/2019,6348.31,5624.91,3132.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,12/11/2019,6366.84,5641.31,3141.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,12/12/2019,6422.35,5690.25,3168.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,12/13/2019,6423.93,5691.35,3168.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,12/16/2019,6470.03,5732.15,3191.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,12/17/2019,6472.24,5734.1,3192.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,12/18/2019,6470.0,5731.96,3191.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,12/19/2019,6499.26,5757.78,3205.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,12/20/2019,6531.75,5786.47,3221.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,12/23/2019,6537.4,5791.47,3224.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,12/24/2019,6536.58,5790.63,3223.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,12/26/2019,6570.71,5820.7,3239.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,12/27/2019,6571.03,5820.96,3240.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,12/30/2019,6533.91,5787.84,3221.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,12/31/2019,6553.57,5805.15,3230.78,,,,,,,,19.27,,,,,,,,,,,,,,,,,,,
151,01/02/2020,6609.29,5854.29,3257.85,3.6,,,,,,,19.24,1.53,1.55,1.54,1.57,1.56,1.58,1.59,1.67,1.79,1.88,2.19,2.33,,,,,,,
152,01/03/2020,6563.32,5813.39,3234.85,3.6,,,,,,,19.24,1.52,1.55,1.52,1.55,1.55,1.53,1.54,1.59,1.71,1.8,2.11,2.26,,,,,,,
153,01/06/2020,6586.54,5833.95,3246.28,3.6,,,,,,,19.24,1.54,1.54,1.56,1.56,1.54,1.54,1.56,1.61,1.72,1.81,2.13,2.28,,,,,,,
154,01/07/2020,6568.74,5818.01,3237.18,3.6,,,,,,,19.24,1.52,1.53,1.54,1.56,1.53,1.54,1.55,1.62,1.74,1.83,2.16,2.31,,,,,,,
155,01/08/2020,6601.15,5846.66,3253.05,3.6,,,,,,,19.24,1.5,1.53,1.54,1.56,1.55,1.58,1.61,1.67,1.78,1.87,2.21,2.35,,,,,,,
156,01/09/2020,6646.84,5886.66,3274.7,3.6,,,,,,,19.24,1.53,1.55,1.54,1.56,1.54,1.58,1.59,1.65,1.77,1.85,2.17,2.38,,,,,,,
157,01/10/2020,6627.87,5869.86,3265.35,3.6,,,,,,,19.24,1.52,1.55,1.54,1.55,1.53,1.56,1.59,1.63,1.74,1.83,2.14,2.28,,,,,,,
158,01/13/2020,6674.13,5910.82,3288.13,3.6,,,,,,,19.24,1.54,1.56,1.57,1.57,1.53,1.58,1.6,1.65,1.76,1.85,2.16,2.3,,,,,,,
159,01/14/2020,6664.66,5902.27,3283.15,3.6,,,,,,,19.24,1.53,1.56,1.57,1.57,1.53,1.58,1.59,1.63,1.74,1.82,2.12,2.27,,,,,,,
160,01/15/2020,6677.25,5913.38,3289.29,3.6,,,,,,,19.24,1.53,1.56,1.57,1.58,1.54,1.56,1.56,1.6,1.71,1.79,2.09,2.23,,,,,,,
161,01/16/2020,6733.35,5963.0,3316.81,3.6,,,,,,,19.24,1.54,1.56,1.55,1.56,1.54,1.58,1.58,1.63,1.73,1.81,2.11,2.26,,,,,,,
162,01/17/2020,6759.51,5986.13,3329.62,3.6,,,,,,,19.24,1.54,1.56,1.56,1.57,1.56,1.58,1.56,1.63,1.74,1.84,2.16,2.29,,,,,,,
163,01/21/2020,6741.71,5970.33,3320.79,3.6,,,,,,,19.24,1.52,1.54,1.56,1.57,1.54,1.53,1.53,1.57,1.69,1.78,2.1,2.23,,,,,,,
164,01/22/2020,6743.9,5972.2,3321.75,3.6,,,,,,,19.24,1.52,1.53,1.55,1.56,1.55,1.53,1.52,1.57,1.68,1.77,2.07,2.22,,,,,,,
165,01/23/2020,6752.09,5979.32,3325.54,3.6,,,,,,,19.24,1.55,1.57,1.55,1.56,1.55,1.51,1.51,1.55,1.65,1.74,2.03,2.18,,,,,,,
166,01/24/2020,6691.22,5925.37,3295.47,3.6,,,,,,,19.24,1.54,1.55,1.54,1.55,1.55,1.49,1.48,1.51,1.61,1.7,2.0,2.14,,,,,,,
167,01/27/2020,6585.95,5832.15,3243.63,3.6,,,,,,,19.24,1.53,1.55,1.55,1.57,1.53,1.44,1.41,1.44,1.52,1.61,1.91,2.05,,,,,,,
168,01/28/2020,6652.3,5890.88,3276.24,3.6,,,,,,,19.24,1.53,1.57,1.57,1.58,1.53,1.45,1.45,1.47,1.56,1.65,1.95,2.1,,,,,,,
169,01/29/2020,6646.69,5885.86,3273.4,3.6,,,,,,,19.24,1.52,1.55,1.56,1.57,1.51,1.42,1.39,1.41,1.51,1.6,1.89,2.05,,,,,,,
170,01/30/2020,6668.52,5904.93,3283.66,3.6,,,,,,,19.24,1.59,1.58,1.57,1.57,1.48,1.41,1.37,1.39,1.49,1.57,1.88,2.04,,,,,,,
171,01/31/2020,6551.0,5800.72,3225.52,3.6,,,,,,,19.24,1.56,1.57,1.55,1.54,1.45,1.33,1.3,1.32,1.42,1.51,1.83,1.99,,,,,,,
172,02/03/2020,6598.63,5842.87,3248.92,3.5,,,,,,,19.36,1.56,1.57,1.57,1.56,1.46,1.36,1.34,1.35,1.45,1.54,1.84,2.01,,,,,,,
173,02/04/2020,6697.49,5930.4,3297.59,3.5,,,,,,,19.36,1.55,1.57,1.57,1.57,1.48,1.41,1.4,1.42,1.52,1.61,1.91,2.08,,,,,,,
174,02/05/2020,6772.98,5997.22,3334.69,3.5,,,,,,,19.36,1.55,1.56,1.57,1.57,1.49,1.44,1.43,1.46,1.57,1.66,1.97,2.14,,,,,,,
175,02/06/2020,6796.64,6017.86,3345.78,3.5,,,,,,,19.36,1.59,1.59,1.57,1.58,1.51,1.44,1.43,1.45,1.56,1.65,1.94,2.11,,,,,,,
176,02/07/2020,6761.26,5986.18,3327.71,3.5,,,,,,,19.36,1.57,1.58,1.56,1.57,1.49,1.41,1.39,1.41,1.51,1.59,1.89,2.05,,,,,,,
177,02/10/2020,6811.83,6030.68,3352.09,3.5,,,,,,,19.36,1.58,1.58,1.58,1.58,1.45,1.37,1.36,1.38,1.47,1.56,1.87,2.03,,,,,,,
178,02/11/2020,6823.59,6041.02,3357.75,3.5,,,,,,,19.36,1.57,1.58,1.57,1.55,1.48,1.41,1.39,1.4,1.5,1.59,1.89,2.05,,,,,,,
179,02/12/2020,6867.92,6080.21,3379.45,3.5,,,,,,,19.36,1.57,1.59,1.58,1.56,1.49,1.44,1.42,1.45,1.55,1.62,1.93,2.09,,,,,,,
180,02/13/2020,6858.92,6071.65,3373.94,3.5,,,,,,,19.36,1.59,1.59,1.59,1.56,1.48,1.44,1.42,1.43,1.53,1.61,1.91,2.07,,,,,,,
181,02/14/2020,6872.68,6083.54,3380.16,3.5,,,,,,,19.36,1.6,1.6,1.58,1.56,1.49,1.42,1.4,1.42,1.51,1.59,1.89,2.04,,,,,,,
182,02/18/2020,6853.04,6066.04,3370.29,3.5,,,,,,,19.36,1.61,1.6,1.58,1.56,1.47,1.41,1.37,1.39,1.48,1.55,1.85,2.0,,,,,,,
183,02/19/2020,6886.47,6095.32,3386.15,3.5,,,,,,,19.36,1.61,1.61,1.58,1.56,1.47,1.42,1.39,1.41,1.5,1.56,1.86,2.01,,,,,,,
184,02/20/2020,6860.52,6072.27,3373.23,3.5,,,,,,,19.36,1.61,1.6,1.58,1.55,1.46,1.39,1.35,1.37,1.45,1.52,1.81,1.97,,,,,,,
185,02/21/2020,6788.6,6008.54,3337.75,3.5,,,,,,,19.36,1.6,1.6,1.56,1.53,1.43,1.34,1.3,1.3,1.39,1.46,1.75,1.9,,,,,,,
186,02/24/2020,6561.94,5807.7,3225.89,3.5,,,,,,,19.36,1.6,1.59,1.53,1.49,1.35,1.26,1.21,1.21,1.3,1.38,1.68,1.84,,,,,,,
187,02/25/2020,6363.37,5631.92,3128.21,3.5,,,,,,,19.36,1.59,1.58,1.53,1.47,1.3,1.2,1.16,1.16,1.25,1.33,1.63,1.8,,,,,,,
188,02/26/2020,6339.38,5610.67,3116.39,3.5,,,,,,,19.36,1.59,1.56,1.53,1.42,1.26,1.16,1.14,1.14,1.25,1.33,1.64,1.81,,,,,,,
189,02/27/2020,6060.67,5363.67,2978.76,3.5,,,,,,,19.36,1.56,1.53,1.45,1.33,1.18,1.11,1.08,1.11,1.22,1.3,1.61,1.79,,,,,,,
190,02/28/2020,6011.73,5320.09,2954.22,3.5,,,,,,,19.36,1.45,1.37,1.27,1.11,0.97,0.86,0.85,0.89,1.03,1.13,1.46,1.65,,,,,,,
191,03/02/2020,6288.64,5565.11,3090.23,4.4,,,,,,,18.32,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.46,1.66,,,,,,,
192,03/03/2020,6112.07,5408.8,3003.37,4.4,,,,,,,18.32,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.44,1.64,,,,,,,
193,03/04/2020,6370.35,5637.28,3130.12,4.4,,,,,,,18.32,1.0,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.45,1.67,,,,,,,
194,03/05/2020,6155.58,5446.87,3023.94,4.4,,,,,,,18.32,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.34,1.56,,,,,,,
195,03/06/2020,6050.8,5354.1,2972.37,4.4,,,,,,,18.32,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.09,1.25,,,,,,,
196,03/09/2020,5591.74,4947.73,2746.56,4.4,,,,,,,18.32,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.87,0.99,,,,,,,
197,03/10/2020,5868.11,5192.23,2882.23,4.4,,,,,,,18.32,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.16,1.28,,,,,,,
198,03/11/2020,5581.76,4938.76,2741.38,4.4,,,,,,,18.32,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.13,1.3,,,,,,,
199,03/12/2020,5051.97,4469.7,2480.64,4.4,,,,,,,18.32,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.27,1.49,,,,,,,
200,03/13/2020,5522.85,4885.86,2711.02,4.4,,,,,,,18.32,0.33,0.3,0.28,0.38,0.38,0.49,0.58,0.7,0.89,0.94,1.31,1.56,,,,,,,
201,03/16/2020,4861.22,4300.48,2386.13,4.4,,,,,,,18.32,0.25,0.25,0.24,0.29,0.29,0.36,0.43,0.49,0.67,0.73,1.1,1.34,,,,,,,
202,03/17/2020,5152.83,4558.41,2529.19,4.4,,,,,,,18.32,0.12,0.18,0.19,0.24,0.3,0.47,0.54,0.66,0.91,1.02,1.45,1.63,,,,,,,
203,03/18/2020,4885.76,4322.15,2398.1,4.4,,,,,,,18.32,0.04,0.03,0.02,0.08,0.21,0.54,0.66,0.79,1.08,1.18,1.6,1.77,,,,,,,
204,03/19/2020,4909.13,4342.72,2409.39,4.4,,,,,,,18.32,0.04,0.04,0.04,0.06,0.2,0.44,0.53,0.66,1.0,1.12,1.56,1.78,,,,,,,
205,03/20/2020,4697.09,4154.93,2304.92,4.4,,,,,,,18.32,0.04,0.05,0.05,0.05,0.15,0.37,0.41,0.52,0.82,0.92,1.35,1.55,,,,,,,
206,03/23/2020,4559.5,4033.22,2237.4,4.4,,,,,,,18.32,0.01,0.04,0.02,0.08,0.17,0.28,0.31,0.38,0.63,0.76,1.12,1.33,,,,,,,
207,03/24/2020,4987.8,4411.95,2447.33,4.4,,,,,,,18.32,0.01,0.01,0.01,0.09,0.25,0.38,0.44,0.52,0.75,0.84,1.19,1.39,,,,,,,
208,03/25/2020,5045.35,4462.85,2475.56,4.4,,,,,,,18.32,0.0,0.0,0.0,0.07,0.19,0.34,0.41,0.56,0.77,0.88,1.23,1.45,,,,,,,
209,03/26/2020,5360.49,4741.55,2630.07,4.4,,,,,,,18.32,0.01,0.01,0.0,0.04,0.13,0.3,0.36,0.51,0.72,0.83,1.2,1.42,,,,,,,
210,03/27/2020,5179.92,4581.83,2541.47,4.4,,,,,,,18.32,0.01,0.03,0.03,0.02,0.11,0.25,0.3,0.41,0.6,0.72,1.09,1.29,,,,,,,
211,03/30/2020,5354.39,4735.92,2626.65,4.4,,,,,,,18.32,0.04,0.07,0.12,0.12,0.14,0.23,0.29,0.39,0.57,0.7,1.1,1.31,,,,,,,
212,03/31/2020,5269.2,4660.43,2584.59,4.4,,,,,,,18.32,0.05,0.12,0.11,0.15,0.17,0.23,0.29,0.37,0.55,0.7,1.15,1.35,,,,,,,
